DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,SEATS,PASSENGERS,DISTANCE,UNIQUE_CARRIER_NAME,ORIGIN,DEST,AIRCRAFT_TYPE,ORIGIN_STATE_ABR,DEST_STATE_ABR,MONTH
31,31,4960,4629,600,American Airlines Inc.,CLT,RSW,614,NC,FL,10
90,90,14400,12042,700,American Airlines Inc.,RDU,MIA,614,NC,FL,10
117,116,18560,13788,650,American Airlines Inc.,CLT,MIA,614,NC,FL,10
1,1,175,101,356,Southwest Airlines Co.,RDU,ATL,614,NC,GA,6
1,1,160,154,356,Delta Air Lines Inc.,RDU,ATL,614,NC,GA,8
1,1,175,146,356,Southwest Airlines Co.,RDU,ATL,614,NC,GA,9
1,1,160,43,226,Delta Air Lines Inc.,CLT,ATL,614,NC,GA,10
1,1,160,159,226,American Airlines Inc.,CLT,ATL,614,NC,GA,6
1,1,160,140,356,American Airlines Inc.,RDU,ATL,614,NC,GA,10
2,2,350,343,356,Southwest Airlines Co.,RDU,ATL,614,NC,GA,5
3,3,480,221,226,American Airlines Inc.,CLT,ATL,614,NC,GA,5
4,4,700,389,356,Southwest Airlines Co.,RDU,ATL,614,NC,GA,2
7,7,1225,682,356,Southwest Airlines Co.,RDU,ATL,614,NC,GA,1
8,8,1400,1246,356,Southwest Airlines Co.,RDU,ATL,614,NC,GA,4
15,15,2625,2187,356,Southwest Airlines Co.,RDU,ATL,614,NC,GA,3
15,14,2240,1753,356,Delta Air Lines Inc.,RDU,ATL,614,NC,GA,6
19,19,3325,1351,356,Southwest Airlines Co.,RDU,ATL,614,NC,GA,8
21,21,3675,1892,356,Southwest Airlines Co.,RDU,ATL,614,NC,GA,10
27,26,4160,3251,356,Delta Air Lines Inc.,RDU,ATL,614,NC,GA,1
28,28,4480,2630,226,American Airlines Inc.,CLT,ATL,614,NC,GA,2
28,26,4160,3825,356,Delta Air Lines Inc.,RDU,ATL,614,NC,GA,3
30,30,4794,4283,356,Delta Air Lines Inc.,RDU,ATL,614,NC,GA,2
30,30,4800,2849,226,American Airlines Inc.,CLT,ATL,614,NC,GA,4
31,30,4800,2773,226,American Airlines Inc.,CLT,ATL,614,NC,GA,1
31,31,4960,3415,226,American Airlines Inc.,CLT,ATL,614,NC,GA,3
46,43,6880,5964,356,Delta Air Lines Inc.,RDU,ATL,614,NC,GA,4
66,63,10078,8577,356,Delta Air Lines Inc.,RDU,ATL,614,NC,GA,5
6,7,1120,1001,356,Delta Air Lines Inc.,RDU,ATL,614,NC,GA,12
14,13,2275,1648,356,Southwest Airlines Co.,RDU,ATL,614,NC,GA,12
31,29,4640,3022,226,American Airlines Inc.,CLT,ATL,614,NC,GA,12
8,4,628,555,356,Delta Air Lines Inc.,RDU,ATL,614,NC,GA,11
14,14,2450,1923,356,Southwest Airlines Co.,RDU,ATL,614,NC,GA,11
29,29,4640,2884,226,American Airlines Inc.,CLT,ATL,614,NC,GA,11
27,27,4164,3877,356,Delta Air Lines Inc.,RDU,ATL,614,NC,GA,10
31,31,4960,3536,226,American Airlines Inc.,CLT,ATL,614,NC,GA,10
1,1,166,138,646,United Air Lines Inc.,RDU,ORD,614,NC,IL,4
1,1,166,123,599,United Air Lines Inc.,CLT,ORD,614,NC,IL,6
1,1,175,132,632,Southwest Airlines Co.,RDU,MDW,614,NC,IL,7
2,2,332,278,646,United Air Lines Inc.,RDU,ORD,614,NC,IL,5
3,3,498,411,646,United Air Lines Inc.,RDU,ORD,614,NC,IL,6
3,3,525,356,584,Southwest Airlines Co.,CLT,MDW,614,NC,IL,6
4,4,700,613,584,Southwest Airlines Co.,CLT,MDW,614,NC,IL,10
4,4,664,641,646,United Air Lines Inc.,RDU,ORD,614,NC,IL,7
5,4,664,336,646,United Air Lines Inc.,RDU,ORD,614,NC,IL,2
5,5,875,697,632,Southwest Airlines Co.,RDU,MDW,614,NC,IL,6
6,6,996,766,646,United Air Lines Inc.,RDU,ORD,614,NC,IL,10
6,6,996,714,646,United Air Lines Inc.,RDU,ORD,614,NC,IL,8
7,7,1225,935,584,Southwest Airlines Co.,CLT,MDW,614,NC,IL,1
11,10,1660,833,599,United Air Lines Inc.,CLT,ORD,614,NC,IL,2
12,12,1980,1051,646,United Air Lines Inc.,RDU,ORD,614,NC,IL,1
15,15,2490,1810,646,United Air Lines Inc.,RDU,ORD,614,NC,IL,9
17,17,2975,2319,632,Southwest Airlines Co.,RDU,MDW,614,NC,IL,8
19,19,3325,2019,584,Southwest Airlines Co.,CLT,MDW,614,NC,IL,3
19,17,2975,2044,632,Southwest Airlines Co.,RDU,MDW,614,NC,IL,9
20,18,3150,2265,584,Southwest Airlines Co.,CLT,MDW,614,NC,IL,9
21,21,3675,3116,632,Southwest Airlines Co.,RDU,MDW,614,NC,IL,10
22,22,3652,1994,599,United Air Lines Inc.,CLT,ORD,614,NC,IL,1
26,26,4550,3386,632,Southwest Airlines Co.,RDU,MDW,614,NC,IL,5
27,27,4725,3436,632,Southwest Airlines Co.,RDU,MDW,614,NC,IL,4
29,29,5075,3975,584,Southwest Airlines Co.,CLT,MDW,614,NC,IL,4
31,31,5425,4534,584,Southwest Airlines Co.,CLT,MDW,614,NC,IL,5
33,33,5775,4766,632,Southwest Airlines Co.,RDU,MDW,614,NC,IL,3
37,33,5775,3986,632,Southwest Airlines Co.,RDU,MDW,614,NC,IL,2
40,34,5950,4020,632,Southwest Airlines Co.,RDU,MDW,614,NC,IL,1
50,49,7840,4751,646,American Airlines Inc.,RDU,ORD,614,NC,IL,1
56,54,8640,5055,646,American Airlines Inc.,RDU,ORD,614,NC,IL,2
66,66,10560,7644,646,American Airlines Inc.,RDU,ORD,614,NC,IL,3
83,83,13280,9660,646,American Airlines Inc.,RDU,ORD,614,NC,IL,4
83,77,12332,7572,646,American Airlines Inc.,RDU,ORD,614,NC,IL,9
83,81,12960,10236,599,American Airlines Inc.,CLT,ORD,614,NC,IL,2
84,84,13440,10029,646,American Airlines Inc.,RDU,ORD,614,NC,IL,7
85,82,13120,10849,646,American Airlines Inc.,RDU,ORD,614,NC,IL,6
86,85,13600,9341,646,American Airlines Inc.,RDU,ORD,614,NC,IL,8
87,85,13600,10210,646,American Airlines Inc.,RDU,ORD,614,NC,IL,5
88,86,13796,9059,646,American Airlines Inc.,RDU,ORD,614,NC,IL,10
93,92,14720,11218,599,American Airlines Inc.,CLT,ORD,614,NC,IL,1
94,94,15040,12686,599,American Airlines Inc.,CLT,ORD,614,NC,IL,3
100,100,16012,13928,599,American Airlines Inc.,CLT,ORD,614,NC,IL,10
101,99,15840,14219,599,American Airlines Inc.,CLT,ORD,614,NC,IL,5
103,102,16320,12224,599,American Airlines Inc.,CLT,ORD,614,NC,IL,9
114,110,17600,16256,599,American Airlines Inc.,CLT,ORD,614,NC,IL,6
114,113,18080,16007,599,American Airlines Inc.,CLT,ORD,614,NC,IL,8
123,121,19372,16654,599,American Airlines Inc.,CLT,ORD,614,NC,IL,7
145,143,22880,20925,599,American Airlines Inc.,CLT,ORD,614,NC,IL,4
7,7,1162,733,599,United Air Lines Inc.,CLT,ORD,614,NC,IL,12
12,12,1992,1489,646,United Air Lines Inc.,RDU,ORD,614,NC,IL,12
28,28,4900,3763,584,Southwest Airlines Co.,CLT,MDW,614,NC,IL,12
28,28,4900,4180,632,Southwest Airlines Co.,RDU,MDW,614,NC,IL,12
60,60,9600,6371,646,American Airlines Inc.,RDU,ORD,614,NC,IL,12
79,79,12640,9817,599,American Airlines Inc.,CLT,ORD,614,NC,IL,12
6,6,984,545,599,United Air Lines Inc.,CLT,ORD,614,NC,IL,11
20,20,3296,2700,646,United Air Lines Inc.,RDU,ORD,614,NC,IL,11
23,23,4025,3361,584,Southwest Airlines Co.,CLT,MDW,614,NC,IL,11
24,24,4200,3791,632,Southwest Airlines Co.,RDU,MDW,614,NC,IL,11
65,65,10400,9214,599,American Airlines Inc.,CLT,ORD,614,NC,IL,11
85,85,13600,10169,646,American Airlines Inc.,RDU,ORD,614,NC,IL,11
4,4,700,525,584,Southwest Airlines Co.,CLT,MDW,614,NC,IL,10
6,6,996,654,646,United Air Lines Inc.,RDU,ORD,614,NC,IL,10
7,7,1162,517,599,United Air Lines Inc.,CLT,ORD,614,NC,IL,10
22,22,3850,3188,632,Southwest Airlines Co.,RDU,MDW,614,NC,IL,10
82,81,12960,11828,599,American Airlines Inc.,CLT,ORD,614,NC,IL,10
85,85,13600,11039,646,American Airlines Inc.,RDU,ORD,614,NC,IL,10
1,1,160,149,427,American Airlines Inc.,CLT,IND,614,NC,IN,6
6,6,960,722,427,American Airlines Inc.,CLT,IND,614,NC,IN,5
30,30,4800,3616,427,American Airlines Inc.,CLT,IND,614,NC,IN,10
31,30,4800,3548,427,American Airlines Inc.,CLT,IND,614,NC,IN,1
42,42,6720,5147,427,American Airlines Inc.,CLT,IND,614,NC,IN,2
60,60,9600,8631,427,American Airlines Inc.,CLT,IND,614,NC,IN,4
62,62,9920,8154,427,American Airlines Inc.,CLT,IND,614,NC,IN,3
31,31,4960,3884,427,American Airlines Inc.,CLT,IND,614,NC,IN,12
26,26,4160,3580,427,American Airlines Inc.,CLT,IND,614,NC,IN,11
1,1,160,115,390,American Airlines Inc.,RDU,CVG,614,NC,KY,5
1,1,160,139,335,American Airlines Inc.,CLT,CVG,614,NC,KY,8
1,1,175,66,779,Southwest Airlines Co.,RDU,MSY,614,NC,LA,1
1,1,160,125,651,American Airlines Inc.,CLT,MSY,614,NC,LA,1
3,3,480,445,651,American Airlines Inc.,CLT,MSY,614,NC,LA,5
13,13,2080,1855,651,American Airlines Inc.,CLT,MSY,614,NC,LA,2
26,26,4160,2858,651,American Airlines Inc.,CLT,MSY,614,NC,LA,9
27,27,4320,3947,651,American Airlines Inc.,CLT,MSY,614,NC,LA,4
30,30,4812,4006,651,American Airlines Inc.,CLT,MSY,614,NC,LA,10
58,58,9280,8136,651,American Airlines Inc.,CLT,MSY,614,NC,LA,3
3,3,525,501,779,Southwest Airlines Co.,RDU,MSY,614,NC,LA,11
2,2,320,313,612,American Airlines Inc.,RDU,BOS,614,NC,MA,7
50,50,8000,6550,728,American Airlines Inc.,CLT,BOS,614,NC,MA,2
54,51,8160,6579,728,American Airlines Inc.,CLT,BOS,614,NC,MA,1
60,60,9600,7202,728,American Airlines Inc.,CLT,BOS,614,NC,MA,9
60,60,9600,8874,728,American Airlines Inc.,CLT,BOS,614,NC,MA,4
62,62,9920,9184,728,American Airlines Inc.,CLT,BOS,614,NC,MA,5
62,57,9120,8568,728,American Airlines Inc.,CLT,BOS,614,NC,MA,3
63,63,10080,9096,728,American Airlines Inc.,CLT,BOS,614,NC,MA,6
65,65,10400,9715,728,American Airlines Inc.,CLT,BOS,614,NC,MA,7
65,65,10400,9649,728,American Airlines Inc.,CLT,BOS,614,NC,MA,8
75,75,12024,10296,728,American Airlines Inc.,CLT,BOS,614,NC,MA,10
53,53,8480,7053,728,American Airlines Inc.,CLT,BOS,614,NC,MA,12
51,51,8160,7373,728,American Airlines Inc.,CLT,BOS,614,NC,MA,11
59,59,9440,8354,728,American Airlines Inc.,CLT,BOS,614,NC,MA,10
1,1,175,99,255,Southwest Airlines Co.,RDU,BWI,614,NC,MD,2
1,5,875,647,255,Southwest Airlines Co.,RDU,BWI,614,NC,MD,5
1,1,160,157,255,American Airlines Inc.,RDU,BWI,614,NC,MD,7
3,3,525,358,255,Southwest Airlines Co.,RDU,BWI,614,NC,MD,1
4,4,700,510,361,Southwest Airlines Co.,CLT,BWI,614,NC,MD,6
5,5,875,491,361,Southwest Airlines Co.,CLT,BWI,614,NC,MD,2
6,6,1050,880,361,Southwest Airlines Co.,CLT,BWI,614,NC,MD,3
8,8,1400,774,361,Southwest Airlines Co.,CLT,BWI,614,NC,MD,1
11,10,1750,1572,255,Southwest Airlines Co.,RDU,BWI,614,NC,MD,8
12,13,2275,1592,255,Southwest Airlines Co.,RDU,BWI,614,NC,MD,9
17,17,2975,2587,255,Southwest Airlines Co.,RDU,BWI,614,NC,MD,4
20,20,3500,2654,361,Southwest Airlines Co.,CLT,BWI,614,NC,MD,4
24,26,4550,3743,255,Southwest Airlines Co.,RDU,BWI,614,NC,MD,6
27,26,4550,3467,361,Southwest Airlines Co.,CLT,BWI,614,NC,MD,5
31,31,4996,3504,361,American Airlines Inc.,CLT,BWI,614,NC,MD,10
33,32,5600,4332,255,Southwest Airlines Co.,RDU,BWI,614,NC,MD,7
50,49,7840,4836,361,American Airlines Inc.,CLT,BWI,614,NC,MD,9
54,52,9100,7758,255,Southwest Airlines Co.,RDU,BWI,614,NC,MD,3
82,81,12960,10558,361,American Airlines Inc.,CLT,BWI,614,NC,MD,4
87,85,13600,11503,361,American Airlines Inc.,CLT,BWI,614,NC,MD,5
100,99,15840,14242,361,American Airlines Inc.,CLT,BWI,614,NC,MD,8
112,105,16800,14505,361,American Airlines Inc.,CLT,BWI,614,NC,MD,6
121,120,19200,13033,361,American Airlines Inc.,CLT,BWI,614,NC,MD,2
121,119,19040,16533,361,American Airlines Inc.,CLT,BWI,614,NC,MD,7
123,116,18560,15899,361,American Airlines Inc.,CLT,BWI,614,NC,MD,3
141,137,21920,14692,361,American Airlines Inc.,CLT,BWI,614,NC,MD,1
16,16,2800,2121,361,Southwest Airlines Co.,CLT,BWI,614,NC,MD,12
24,24,4200,3253,255,Southwest Airlines Co.,RDU,BWI,614,NC,MD,12
103,103,16480,13029,361,American Airlines Inc.,CLT,BWI,614,NC,MD,12
13,13,2275,1778,255,Southwest Airlines Co.,RDU,BWI,614,NC,MD,11
17,17,2975,2307,361,Southwest Airlines Co.,CLT,BWI,614,NC,MD,11
79,79,12640,10360,361,American Airlines Inc.,CLT,BWI,614,NC,MD,11
1,2,350,273,255,Southwest Airlines Co.,RDU,BWI,614,NC,MD,10
62,61,9760,8030,361,American Airlines Inc.,CLT,BWI,614,NC,MD,10
1,1,160,141,500,American Airlines Inc.,CLT,DTW,614,NC,MI,8
19,19,3038,2918,501,Delta Air Lines Inc.,RDU,DTW,614,NC,MI,6
21,20,3199,3003,501,Delta Air Lines Inc.,RDU,DTW,614,NC,MI,7
23,22,3520,3201,501,Delta Air Lines Inc.,RDU,DTW,614,NC,MI,8
1,1,160,100,500,American Airlines Inc.,CLT,DTW,614,NC,MI,11
2,2,320,261,980,Delta Air Lines Inc.,RDU,MSP,614,NC,MN,8
2,2,320,281,980,Delta Air Lines Inc.,RDU,MSP,614,NC,MN,4
3,3,480,411,980,Delta Air Lines Inc.,RDU,MSP,614,NC,MN,7
27,27,4320,3216,930,American Airlines Inc.,CLT,MSP,614,NC,MN,2
28,26,4160,2378,980,Delta Air Lines Inc.,RDU,MSP,614,NC,MN,3
31,31,4960,3705,930,American Airlines Inc.,CLT,MSP,614,NC,MN,3
31,31,4960,4127,930,American Airlines Inc.,CLT,MSP,614,NC,MN,10
33,32,5120,3692,930,American Airlines Inc.,CLT,MSP,614,NC,MN,9
36,36,5760,3902,930,American Airlines Inc.,CLT,MSP,614,NC,MN,1
50,50,8000,6817,930,American Airlines Inc.,CLT,MSP,614,NC,MN,5
53,52,8320,7054,930,American Airlines Inc.,CLT,MSP,614,NC,MN,4
57,57,9120,7653,930,American Airlines Inc.,CLT,MSP,614,NC,MN,6
60,59,9440,7562,930,American Airlines Inc.,CLT,MSP,614,NC,MN,7
62,60,9600,8067,930,American Airlines Inc.,CLT,MSP,614,NC,MN,8
55,55,8800,6598,930,American Airlines Inc.,CLT,MSP,614,NC,MN,12
55,55,8800,6472,930,American Airlines Inc.,CLT,MSP,614,NC,MN,11
56,56,8960,7068,930,American Airlines Inc.,CLT,MSP,614,NC,MN,10
1,1,175,45,667,Southwest Airlines Co.,RDU,STL,614,NC,MO,1
1,1,175,52,667,Southwest Airlines Co.,RDU,STL,614,NC,MO,2
1,1,160,154,667,American Airlines Inc.,RDU,STL,614,NC,MO,8
1,1,175,172,667,Southwest Airlines Co.,RDU,STL,614,NC,MO,9
2,2,350,262,904,Southwest Airlines Co.,RDU,MCI,614,NC,MO,7
2,2,350,242,667,Southwest Airlines Co.,RDU,STL,614,NC,MO,6
2,2,320,187,808,American Airlines Inc.,CLT,MCI,614,NC,MO,4
4,4,700,443,904,Southwest Airlines Co.,RDU,MCI,614,NC,MO,6
5,5,875,585,667,Southwest Airlines Co.,RDU,STL,614,NC,MO,10
6,6,1050,711,667,Southwest Airlines Co.,RDU,STL,614,NC,MO,4
7,7,1225,956,667,Southwest Airlines Co.,RDU,STL,614,NC,MO,5
14,14,2240,1744,575,American Airlines Inc.,CLT,STL,614,NC,MO,2
17,17,2975,1976,667,Southwest Airlines Co.,RDU,STL,614,NC,MO,8
18,18,3150,2058,904,Southwest Airlines Co.,RDU,MCI,614,NC,MO,5
24,24,3840,1894,808,American Airlines Inc.,CLT,MCI,614,NC,MO,1
27,26,4160,2304,808,American Airlines Inc.,CLT,MCI,614,NC,MO,2
29,29,4640,4209,575,American Airlines Inc.,CLT,STL,614,NC,MO,6
30,28,4480,3969,575,American Airlines Inc.,CLT,STL,614,NC,MO,7
30,29,4652,3691,575,American Airlines Inc.,CLT,STL,614,NC,MO,9
30,30,4800,4121,575,American Airlines Inc.,CLT,STL,614,NC,MO,10
31,31,4960,3365,808,American Airlines Inc.,CLT,MCI,614,NC,MO,3
31,31,4960,3984,575,American Airlines Inc.,CLT,STL,614,NC,MO,3
31,28,4480,3956,575,American Airlines Inc.,CLT,STL,614,NC,MO,8
34,34,5440,4282,575,American Airlines Inc.,CLT,STL,614,NC,MO,5
58,58,9280,7532,575,American Airlines Inc.,CLT,STL,614,NC,MO,4
10,10,1750,580,667,Southwest Airlines Co.,RDU,STL,614,NC,MO,12
7,7,1225,346,667,Southwest Airlines Co.,RDU,STL,614,NC,MO,11
4,4,700,577,667,Southwest Airlines Co.,RDU,STL,614,NC,MO,10
1,1,160,160,83,American Airlines Inc.,GSO,CLT,614,NC,NC,7
1,1,172,99,66,American Airlines Inc.,GSO,RDU,614,NC,NC,10
1,1,160,106,83,American Airlines Inc.,GSO,CLT,614,NC,NC,8
1,1,160,148,83,American Airlines Inc.,GSO,CLT,614,NC,NC,2
29,28,4480,3953,130,American Airlines Inc.,CLT,RDU,614,NC,NC,1
29,28,4480,4043,130,American Airlines Inc.,RDU,CLT,614,NC,NC,1
40,39,6240,4933,130,American Airlines Inc.,CLT,RDU,614,NC,NC,5
41,40,6400,5151,130,American Airlines Inc.,RDU,CLT,614,NC,NC,5
51,51,8160,6983,130,American Airlines Inc.,CLT,RDU,614,NC,NC,6
51,51,8160,7339,130,American Airlines Inc.,RDU,CLT,614,NC,NC,6
52,52,8320,6836,130,American Airlines Inc.,RDU,CLT,614,NC,NC,10
53,53,8480,6016,130,American Airlines Inc.,CLT,RDU,614,NC,NC,10
53,53,8480,6678,130,American Airlines Inc.,CLT,RDU,614,NC,NC,2
53,53,8480,7667,130,American Airlines Inc.,RDU,CLT,614,NC,NC,2
54,50,8000,6629,130,American Airlines Inc.,CLT,RDU,614,NC,NC,7
55,53,8480,5425,130,American Airlines Inc.,CLT,RDU,614,NC,NC,9
55,53,8480,6170,130,American Airlines Inc.,RDU,CLT,614,NC,NC,9
56,52,8320,7381,130,American Airlines Inc.,RDU,CLT,614,NC,NC,7
58,58,9280,7181,130,American Airlines Inc.,CLT,RDU,614,NC,NC,8
58,58,9280,7803,130,American Airlines Inc.,RDU,CLT,614,NC,NC,8
107,106,16960,13537,130,American Airlines Inc.,CLT,RDU,614,NC,NC,3
108,107,17120,14924,130,American Airlines Inc.,RDU,CLT,614,NC,NC,3
110,109,17440,14199,130,American Airlines Inc.,CLT,RDU,614,NC,NC,4
111,110,17600,14586,130,American Airlines Inc.,RDU,CLT,614,NC,NC,4
30,30,4800,4157,130,American Airlines Inc.,CLT,RDU,614,NC,NC,12
30,30,4800,4381,130,American Airlines Inc.,RDU,CLT,614,NC,NC,12
33,33,5280,4543,130,American Airlines Inc.,CLT,RDU,614,NC,NC,11
33,33,5280,4667,130,American Airlines Inc.,RDU,CLT,614,NC,NC,11
58,58,9280,7748,130,American Airlines Inc.,CLT,RDU,614,NC,NC,10
58,58,9280,7876,130,American Airlines Inc.,RDU,CLT,614,NC,NC,10
1,1,166,17,529,United Air Lines Inc.,CLT,EWR,614,NC,NJ,2
1,1,166,74,529,United Air Lines Inc.,CLT,EWR,614,NC,NJ,7
1,1,160,154,416,American Airlines Inc.,RDU,EWR,614,NC,NJ,10
1,1,166,101,416,United Air Lines Inc.,RDU,EWR,614,NC,NJ,3
2,2,332,298,529,United Air Lines Inc.,CLT,EWR,614,NC,NJ,4
2,2,332,222,583,United Air Lines Inc.,AVL,EWR,614,NC,NJ,5
2,2,332,299,529,United Air Lines Inc.,CLT,EWR,614,NC,NJ,6
2,2,332,142,416,United Air Lines Inc.,RDU,EWR,614,NC,NJ,2
2,2,332,159,416,United Air Lines Inc.,RDU,EWR,614,NC,NJ,4
3,3,498,337,529,United Air Lines Inc.,CLT,EWR,614,NC,NJ,5
3,3,498,422,529,United Air Lines Inc.,CLT,EWR,614,NC,NJ,8
5,5,830,411,416,United Air Lines Inc.,RDU,EWR,614,NC,NJ,5
7,6,996,678,416,United Air Lines Inc.,RDU,EWR,614,NC,NJ,1
8,8,1328,926,529,United Air Lines Inc.,CLT,EWR,614,NC,NJ,9
8,8,1328,1153,416,United Air Lines Inc.,RDU,EWR,614,NC,NJ,6
9,9,1494,1039,529,United Air Lines Inc.,CLT,EWR,614,NC,NJ,10
27,27,4482,3249,416,United Air Lines Inc.,RDU,EWR,614,NC,NJ,10
36,35,5810,3564,416,United Air Lines Inc.,RDU,EWR,614,NC,NJ,9
50,50,8000,7258,529,American Airlines Inc.,CLT,EWR,614,NC,NJ,2
50,47,7520,6825,529,American Airlines Inc.,CLT,EWR,614,NC,NJ,1
53,53,8798,5725,416,United Air Lines Inc.,RDU,EWR,614,NC,NJ,7
56,55,9130,5734,416,United Air Lines Inc.,RDU,EWR,614,NC,NJ,8
59,58,9292,7175,529,American Airlines Inc.,CLT,EWR,614,NC,NJ,10
61,55,8800,8029,529,American Airlines Inc.,CLT,EWR,614,NC,NJ,3
84,83,13304,9222,529,American Airlines Inc.,CLT,EWR,614,NC,NJ,9
88,82,13120,11648,529,American Airlines Inc.,CLT,EWR,614,NC,NJ,8
89,81,12960,11479,529,American Airlines Inc.,CLT,EWR,614,NC,NJ,7
107,106,16960,14911,529,American Airlines Inc.,CLT,EWR,614,NC,NJ,6
139,137,21920,19946,529,American Airlines Inc.,CLT,EWR,614,NC,NJ,4
181,177,28320,25500,529,American Airlines Inc.,CLT,EWR,614,NC,NJ,5
1,1,166,73,583,United Air Lines Inc.,AVL,EWR,614,NC,NJ,12
15,15,2490,1554,529,United Air Lines Inc.,CLT,EWR,614,NC,NJ,12
50,50,8288,6056,416,United Air Lines Inc.,RDU,EWR,614,NC,NJ,12
54,54,8640,8142,529,American Airlines Inc.,CLT,EWR,614,NC,NJ,12
2,2,332,218,583,United Air Lines Inc.,AVL,EWR,614,NC,NJ,11
24,24,3972,2339,529,United Air Lines Inc.,CLT,EWR,614,NC,NJ,11
52,52,8320,7591,529,American Airlines Inc.,CLT,EWR,614,NC,NJ,11
56,56,9272,6006,416,United Air Lines Inc.,RDU,EWR,614,NC,NJ,11
1,1,166,160,529,United Air Lines Inc.,CLT,EWR,614,NC,NJ,10
11,11,1826,1071,416,United Air Lines Inc.,RDU,EWR,614,NC,NJ,10
82,81,12960,11751,529,American Airlines Inc.,CLT,EWR,614,NC,NJ,10
1,1,175,172,2026,Southwest Airlines Co.,RDU,LAS,614,NC,NV,3
1,1,160,75,2026,Delta Air Lines Inc.,RDU,LAS,614,NC,NV,1
2,2,320,288,1916,American Airlines Inc.,CLT,LAS,614,NC,NV,4
3,3,525,285,2026,Southwest Airlines Co.,RDU,LAS,614,NC,NV,1
3,3,525,413,2026,Southwest Airlines Co.,RDU,LAS,614,NC,NV,5
4,4,700,653,2026,Southwest Airlines Co.,RDU,LAS,614,NC,NV,8
4,4,700,611,2026,Southwest Airlines Co.,RDU,LAS,614,NC,NV,9
5,5,875,576,2026,Southwest Airlines Co.,RDU,LAS,614,NC,NV,2
5,5,875,772,2026,Southwest Airlines Co.,RDU,LAS,614,NC,NV,4
7,7,1225,1134,2026,Southwest Airlines Co.,RDU,LAS,614,NC,NV,6
8,8,1400,1257,2026,Southwest Airlines Co.,RDU,LAS,614,NC,NV,7
20,20,3500,3316,2026,Southwest Airlines Co.,RDU,LAS,614,NC,NV,10
28,28,4480,3964,1916,American Airlines Inc.,CLT,LAS,614,NC,NV,2
31,31,4960,4096,1916,American Airlines Inc.,CLT,LAS,614,NC,NV,1
31,31,4960,4613,1916,American Airlines Inc.,CLT,LAS,614,NC,NV,3
30,30,4800,4121,1916,American Airlines Inc.,CLT,LAS,614,NC,NV,12
3,3,525,492,2026,Southwest Airlines Co.,RDU,LAS,614,NC,NV,11
29,29,4640,3980,1916,American Airlines Inc.,CLT,LAS,614,NC,NV,11
22,22,3850,3543,2026,Southwest Airlines Co.,RDU,LAS,614,NC,NV,10
30,30,4800,4517,1916,American Airlines Inc.,CLT,LAS,614,NC,NV,10
1,1,160,160,573,American Airlines Inc.,CLT,ROC,614,NC,NY,3
1,1,160,136,431,American Airlines Inc.,RDU,LGA,614,NC,NY,3
1,1,160,149,427,American Airlines Inc.,RDU,JFK,614,NC,NY,9
1,1,172,153,544,American Airlines Inc.,CLT,LGA,614,NC,NY,10
3,3,480,440,544,American Airlines Inc.,CLT,LGA,614,NC,NY,7
20,20,3200,3023,546,American Airlines Inc.,CLT,BUF,614,NC,NY,8
24,23,3680,3332,546,American Airlines Inc.,CLT,BUF,614,NC,NY,4
26,26,4172,3571,546,American Airlines Inc.,CLT,BUF,614,NC,NY,10
29,29,4640,4234,546,American Airlines Inc.,CLT,BUF,614,NC,NY,7
30,30,4800,4290,546,American Airlines Inc.,CLT,BUF,614,NC,NY,6
30,30,4800,4364,546,American Airlines Inc.,CLT,BUF,614,NC,NY,5
115,115,18400,16550,541,American Airlines Inc.,CLT,JFK,614,NC,NY,4
121,119,19124,15275,541,American Airlines Inc.,CLT,JFK,614,NC,NY,10
123,121,19360,14665,541,American Airlines Inc.,CLT,JFK,614,NC,NY,2
124,124,19852,14629,541,American Airlines Inc.,CLT,JFK,614,NC,NY,9
127,118,18880,12768,541,American Airlines Inc.,CLT,JFK,614,NC,NY,1
132,123,19680,17803,541,American Airlines Inc.,CLT,JFK,614,NC,NY,3
174,172,27520,23855,541,American Airlines Inc.,CLT,JFK,614,NC,NY,5
179,177,28320,24639,541,American Airlines Inc.,CLT,JFK,614,NC,NY,6
181,173,27680,24341,541,American Airlines Inc.,CLT,JFK,614,NC,NY,7
181,178,28480,25318,541,American Airlines Inc.,CLT,JFK,614,NC,NY,8
2,2,320,299,544,American Airlines Inc.,CLT,LGA,614,NC,NY,12
91,91,14560,12485,541,American Airlines Inc.,CLT,JFK,614,NC,NY,12
94,94,15040,13077,541,American Airlines Inc.,CLT,JFK,614,NC,NY,11
121,120,19200,16402,541,American Airlines Inc.,CLT,JFK,614,NC,NY,10
1,1,160,138,347,American Airlines Inc.,CLT,CMH,614,NC,OH,11
1,1,160,137,1058,American Airlines Inc.,RDU,OKC,614,NC,OK,6
1,1,160,115,940,American Airlines Inc.,CLT,OKC,614,NC,OK,9
28,27,4320,2995,842,American Airlines Inc.,CLT,TUL,614,NC,OK,2
30,30,4800,4068,842,American Airlines Inc.,CLT,TUL,614,NC,OK,6
30,30,4800,3219,842,American Airlines Inc.,CLT,TUL,614,NC,OK,9
30,29,4640,2950,842,American Airlines Inc.,CLT,TUL,614,NC,OK,1
30,30,4800,3837,842,American Airlines Inc.,CLT,TUL,614,NC,OK,4
